factura_id,documento_id,cliente,tipo_canal,pais,fecha_factura,fecha_vencimiento,plazo_dias,valor_cop,dias_mora,estado,pagada
FV-97625,OC-97625,Fithub,Especializado,Colombia,2026-07-14,2026-08-28,45,1839705,0,Pagada,True
FV-97626,OC-97626,Fithub,Especializado,Colombia,2026-07-16,2026-08-30,45,1865780,1,Vencida 1-30,False
FV-97627,OC-97627,Fithub,Especializado,Colombia,2026-07-14,2026-08-28,45,1879150,0,Pagada,True
FV-97628,OC-97628,Tiendas naturistas,Especializado,Colombia,2026-07-12,2026-08-26,45,1293480,0,Pagada,True
FV-97629,OC-97629,Tiendas naturistas,Especializado,Colombia,2026-07-13,2026-08-27,45,1244880,0,Pagada,True
FV-97630,OC-97630,Tiendas naturistas,Especializado,Colombia,2026-07-13,2026-08-27,45,1230048,4,Vencida 1-30,False
FV-97631,OC-97631,Tiendas naturistas,Especializado,Colombia,2026-07-13,2026-08-27,45,1271448,4,Vencida 1-30,False
FV-97632,OC-97632,Paranice US,Internacional,Estados Unidos,2026-07-16,2026-07-31,15,8609750,0,Pagada,True
FV-97633,OC-97633,Distribuidor CR,Internacional,Costa Rica,2026-07-12,2026-08-26,45,1473780,0,Pagada,True
FV-97634,OC-97634,Distribuidor CR,Internacional,Costa Rica,2026-07-14,2026-08-28,45,1429085,3,Vencida 1-30,False
FV-97635,OC-97635,Distribuidor CR,Internacional,Costa Rica,2026-07-15,2026-08-29,45,1402345,0,Pagada,True
FV-97636,OC-97636,Éxito,Retail,Colombia,2026-07-13,2026-09-11,60,3994762,0,Vigente,False
FV-97637,OC-97637,Éxito,Retail,Colombia,2026-07-17,2026-09-15,60,4010368,0,Vigente,False
FV-97638,OC-97638,Éxito,Retail,Colombia,2026-07-17,2026-09-15,60,3963108,0,Pagada,True
FV-97639,OC-97639,Éxito,Retail,Colombia,2026-07-13,2026-09-11,60,4009042,0,Vigente,False
FV-97640,OC-97640,Carulla,Retail,Colombia,2026-07-15,2026-09-13,60,2957082,0,Vigente,False
FV-97641,OC-97641,Carulla,Retail,Colombia,2026-07-16,2026-09-14,60,2961842,0,Vigente,False
FV-97642,OC-97642,Carulla,Retail,Colombia,2026-07-15,2026-09-13,60,2989824,0,Pagada,True
FV-97643,OC-97643,Rappi,Marketplace,Colombia,2026-07-13,2026-08-12,30,2815373,0,Pagada,True
FV-97644,OC-97644,Rappi,Marketplace,Colombia,2026-07-17,2026-08-16,30,2808515,0,Pagada,True
FV-97645,OC-97645,Fithub,Especializado,Colombia,2026-07-14,2026-08-28,45,4589200,3,Vencida 1-30,False
FV-97646,OC-97646,Tiendas naturistas,Especializado,Colombia,2026-07-16,2026-08-30,45,1736640,0,Pagada,True
FV-97647,OC-97647,Tiendas naturistas,Especializado,Colombia,2026-07-14,2026-08-28,45,1672452,3,Vencida 1-30,False
FV-97648,OC-97648,Tiendas naturistas,Especializado,Colombia,2026-07-13,2026-08-27,45,1657620,0,Pagada,True
FV-97649,OC-97649,Paranice US,Internacional,Estados Unidos,2026-07-13,2026-07-28,15,2391350,34,Vencida 31-60,False
FV-97650,OC-97650,Paranice US,Internacional,Estados Unidos,2026-07-17,2026-08-01,15,2315600,30,Vencida 1-30,False
FV-97651,OC-97651,Paranice US,Internacional,Estados Unidos,2026-07-16,2026-07-31,15,2330250,31,Vencida 31-60,False
FV-97652,OC-97652,Paranice US,Internacional,Estados Unidos,2026-07-17,2026-08-01,15,2419700,0,Pagada,True
FV-97653,OC-97653,Distribuidor CR,Internacional,Costa Rica,2026-07-13,2026-08-27,45,1301755,0,Pagada,True
FV-97654,OC-97654,Distribuidor CR,Internacional,Costa Rica,2026-07-15,2026-08-29,45,1109850,0,Pagada,True
FV-97655,OC-97655,Distribuidor CR,Internacional,Costa Rica,2026-07-13,2026-08-27,45,1127000,0,Pagada,True
FV-97656,OC-97656,Distribuidor CR,Internacional,Costa Rica,2026-07-17,2026-08-31,45,1081115,0,Vigente,False
FV-97657,OC-97657,Éxito,Retail,Colombia,2026-07-16,2026-09-14,60,18113636,0,Vigente,False
FV-97658,OC-97658,Carulla,Retail,Colombia,2026-07-14,2026-09-12,60,11076112,0,Vigente,False
FV-97659,OC-97659,Rappi,Marketplace,Colombia,2026-07-15,2026-08-14,30,1787942,0,Pagada,True
FV-97660,OC-97660,Rappi,Marketplace,Colombia,2026-07-14,2026-08-13,30,1854348,0,Pagada,True
FV-97661,OC-97661,Rappi,Marketplace,Colombia,2026-07-18,2026-08-17,30,1836152,0,Pagada,True
FV-97662,OC-97662,Fithub,Especializado,Colombia,2026-07-16,2026-08-30,45,4133430,0,Pagada,True
FV-97663,OC-97663,Tiendas naturistas,Especializado,Colombia,2026-07-16,2026-08-30,45,2338704,1,Vencida 1-30,False
FV-97664,OC-97664,Tiendas naturistas,Especializado,Colombia,2026-07-17,2026-08-31,45,2402100,0,Pagada,True
FV-97665,OC-97665,Paranice US,Internacional,Estados Unidos,2026-07-17,2026-08-01,15,2451100,0,Pagada,True
FV-97666,OC-97666,Paranice US,Internacional,Estados Unidos,2026-07-14,2026-07-29,15,2451550,0,Pagada,True
FV-97667,OC-97667,Paranice US,Internacional,Estados Unidos,2026-07-16,2026-07-31,15,2608150,31,Vencida 31-60,False
FV-97668,OC-97668,Paranice US,Internacional,Estados Unidos,2026-07-15,2026-07-30,15,2480650,0,Pagada,True
FV-97669,OC-97669,Distribuidor CR,Internacional,Costa Rica,2026-07-16,2026-08-30,45,3736355,0,Pagada,True
FV-97670,OC-97670,Éxito,Retail,Colombia,2026-07-17,2026-09-15,60,13948534,0,Vigente,False
FV-97671,OC-97671,Carulla,Retail,Colombia,2026-07-16,2026-09-14,60,3376064,0,Vigente,False
FV-97672,OC-97672,Carulla,Retail,Colombia,2026-07-18,2026-09-16,60,3308608,0,Vigente,False
FV-97673,OC-97673,Carulla,Retail,Colombia,2026-07-19,2026-09-17,60,3367258,0,Vigente,False
FV-97674,OC-97674,Rappi,Marketplace,Colombia,2026-07-19,2026-08-18,30,5969087,0,Pagada,True
FV-97675,OC-97675,Fithub,Especializado,Colombia,2026-07-19,2026-09-02,45,2800175,0,Vigente,False
FV-97676,OC-97676,Fithub,Especializado,Colombia,2026-07-19,2026-09-02,45,2750930,0,Vigente,False
FV-97677,OC-97677,Tiendas naturistas,Especializado,Colombia,2026-07-15,2026-08-29,45,719208,0,Pagada,True
FV-97678,OC-97678,Tiendas naturistas,Especializado,Colombia,2026-07-15,2026-08-29,45,767484,2,Vencida 1-30,False
FV-97679,OC-97679,Tiendas naturistas,Especializado,Colombia,2026-07-16,2026-08-30,45,673704,0,Pagada,True
FV-97680,OC-97680,Tiendas naturistas,Especializado,Colombia,2026-07-17,2026-08-31,45,821412,0,Vigente,False
FV-97681,OC-97681,Tiendas naturistas,Especializado,Colombia,2026-07-19,2026-09-02,45,744804,0,Vigente,False
FV-97682,OC-97682,Tiendas naturistas,Especializado,Colombia,2026-07-19,2026-09-02,45,707400,0,Vigente,False
FV-97683,OC-97683,Tiendas naturistas,Especializado,Colombia,2026-07-15,2026-08-29,45,771444,0,Pagada,True
FV-97684,OC-97684,Tiendas naturistas,Especializado,Colombia,2026-07-17,2026-08-31,45,683748,0,Vigente,False
FV-97685,OC-97685,Paranice US,Internacional,Estados Unidos,2026-07-15,2026-07-30,15,2319950,0,Pagada,True
FV-97686,OC-97686,Paranice US,Internacional,Estados Unidos,2026-07-16,2026-07-31,15,2310900,0,Pagada,True
FV-97687,OC-97687,Paranice US,Internacional,Estados Unidos,2026-07-17,2026-08-01,15,2225700,0,Pagada,True
FV-97688,OC-97688,Paranice US,Internacional,Estados Unidos,2026-07-15,2026-07-30,15,2303250,0,Pagada,True
FV-97689,OC-97689,Distribuidor CR,Internacional,Costa Rica,2026-07-19,2026-09-02,45,3171875,0,Vigente,False
FV-97690,OC-97690,Éxito,Retail,Colombia,2026-07-20,2026-09-18,60,3776856,0,Pagada,True
FV-97691,OC-97691,Éxito,Retail,Colombia,2026-07-17,2026-09-15,60,3800894,0,Vigente,False
FV-97692,OC-97692,Éxito,Retail,Colombia,2026-07-20,2026-09-18,60,3731874,0,Vigente,False
FV-97693,OC-97693,Éxito,Retail,Colombia,2026-07-16,2026-09-14,60,3783554,0,Vigente,False
FV-97694,OC-97694,Carulla,Retail,Colombia,2026-07-20,2026-09-18,60,5091908,0,Vigente,False
FV-97695,OC-97695,Carulla,Retail,Colombia,2026-07-18,2026-09-16,60,5183640,0,Vigente,False
FV-97696,OC-97696,Rappi,Marketplace,Colombia,2026-07-19,2026-08-18,30,1199891,13,Vencida 1-30,False
FV-97697,OC-97697,Rappi,Marketplace,Colombia,2026-07-20,2026-08-19,30,1110112,0,Pagada,True
FV-97698,OC-97698,Rappi,Marketplace,Colombia,2026-07-17,2026-08-16,30,1107527,15,Vencida 1-30,False
FV-97699,OC-97699,Rappi,Marketplace,Colombia,2026-07-17,2026-08-16,30,1159165,15,Vencida 1-30,False
FV-97700,OC-97700,Fithub,Especializado,Colombia,2026-07-19,2026-09-02,45,1513155,0,Vigente,False
FV-97701,OC-97701,Fithub,Especializado,Colombia,2026-07-18,2026-09-01,45,1511650,0,Vigente,False
FV-97702,OC-97702,Fithub,Especializado,Colombia,2026-07-17,2026-08-31,45,1477665,0,Pagada,True
FV-97703,OC-97703,Tiendas naturistas,Especializado,Colombia,2026-07-20,2026-09-03,45,865116,0,Vigente,False
FV-97704,OC-97704,Tiendas naturistas,Especializado,Colombia,2026-07-18,2026-09-01,45,875880,0,Vigente,False
FV-97705,OC-97705,Tiendas naturistas,Especializado,Colombia,2026-07-17,2026-08-31,45,858996,0,Pagada,True
FV-97706,OC-97706,Tiendas naturistas,Especializado,Colombia,2026-07-20,2026-09-03,45,950688,0,Vigente,False
FV-97707,OC-97707,Tiendas naturistas,Especializado,Colombia,2026-07-16,2026-08-30,45,872172,1,Vencida 1-30,False
FV-97708,OC-97708,Tiendas naturistas,Especializado,Colombia,2026-07-17,2026-08-31,45,913356,0,Pagada,True
FV-97709,OC-97709,Paranice US,Internacional,Estados Unidos,2026-07-17,2026-08-01,15,7717400,0,Pagada,True
FV-97710,OC-97710,Distribuidor CR,Internacional,Costa Rica,2026-07-18,2026-09-01,45,1850415,0,Vigente,False
FV-97711,OC-97711,Distribuidor CR,Internacional,Costa Rica,2026-07-19,2026-09-02,45,1826965,0,Vigente,False
FV-97712,OC-97712,Éxito,Retail,Colombia,2026-07-17,2026-09-15,60,16229220,0,Vigente,False
FV-97713,OC-97713,Carulla,Retail,Colombia,2026-07-20,2026-09-18,60,5383016,0,Vigente,False
FV-97714,OC-97714,Carulla,Retail,Colombia,2026-07-18,2026-09-16,60,5356360,0,Vigente,False
FV-97715,OC-97715,Rappi,Marketplace,Colombia,2026-07-18,2026-08-17,30,3105614,0,Pagada,True
FV-97716,OC-97716,Rappi,Marketplace,Colombia,2026-07-18,2026-08-17,30,3201917,0,Pagada,True
FV-97717,OC-97717,Fithub,Especializado,Colombia,2026-07-21,2026-09-04,45,4305630,0,Vigente,False
FV-97718,OC-97718,Tiendas naturistas,Especializado,Colombia,2026-07-21,2026-09-04,45,6063552,0,Vigente,False
FV-97719,OC-97719,Paranice US,Internacional,Estados Unidos,2026-07-19,2026-08-03,15,6631550,0,Pagada,True
FV-97720,OC-97720,Distribuidor CR,Internacional,Costa Rica,2026-07-21,2026-09-04,45,2158835,0,Vigente,False
FV-97721,OC-97721,Distribuidor CR,Internacional,Costa Rica,2026-07-20,2026-09-03,45,2215465,0,Vigente,False
FV-97722,OC-97722,Éxito,Retail,Colombia,2026-07-21,2026-09-19,60,15803098,0,Vigente,False
FV-97723,OC-97723,Carulla,Retail,Colombia,2026-07-21,2026-09-19,60,3511622,0,Vigente,False
FV-97724,OC-97724,Carulla,Retail,Colombia,2026-07-18,2026-09-16,60,3496458,0,Vigente,False
FV-97725,OC-97725,Carulla,Retail,Colombia,2026-07-22,2026-09-20,60,3533280,0,Vigente,False
FV-97726,OC-97726,Rappi,Marketplace,Colombia,2026-07-21,2026-08-20,30,915188,0,Pagada,True
FV-97727,OC-97727,Rappi,Marketplace,Colombia,2026-07-19,2026-08-18,30,903410,0,Pagada,True
FV-97728,OC-97728,Rappi,Marketplace,Colombia,2026-07-21,2026-08-20,30,924312,11,Vencida 1-30,False
FV-97729,OC-97729,Rappi,Marketplace,Colombia,2026-07-19,2026-08-18,30,946316,13,Vencida 1-30,False
FV-97730,OC-97730,Rappi,Marketplace,Colombia,2026-07-19,2026-08-18,30,1033389,0,Pagada,True
FV-97731,OC-97731,Fithub,Especializado,Colombia,2026-07-22,2026-09-05,45,2615095,0,Vigente,False
FV-97732,OC-97732,Fithub,Especializado,Colombia,2026-07-19,2026-09-02,45,2542890,0,Vigente,False
FV-97733,OC-97733,Tiendas naturistas,Especializado,Colombia,2026-07-18,2026-09-01,45,2930112,0,Vigente,False
FV-97734,OC-97734,Tiendas naturistas,Especializado,Colombia,2026-07-18,2026-09-01,45,2947320,0,Vigente,False
FV-97735,OC-97735,Paranice US,Internacional,Estados Unidos,2026-07-22,2026-08-06,15,4518700,0,Pagada,True
FV-97736,OC-97736,Paranice US,Internacional,Estados Unidos,2026-07-18,2026-08-02,15,4691200,29,Vencida 1-30,False
FV-97737,OC-97737,Distribuidor CR,Internacional,Costa Rica,2026-07-19,2026-09-02,45,2033955,0,Vigente,False
FV-97738,OC-97738,Distribuidor CR,Internacional,Costa Rica,2026-07-18,2026-09-01,45,2050230,0,Vigente,False
FV-97739,OC-97739,Éxito,Retail,Colombia,2026-07-21,2026-09-19,60,3042082,0,Vigente,False
FV-97740,OC-97740,Éxito,Retail,Colombia,2026-07-21,2026-09-19,60,3017296,0,Vigente,False
FV-97741,OC-97741,Éxito,Retail,Colombia,2026-07-20,2026-09-18,60,2998732,0,Vigente,False
FV-97742,OC-97742,Éxito,Retail,Colombia,2026-07-23,2026-09-21,60,2976836,0,Pagada,True
FV-97743,OC-97743,Éxito,Retail,Colombia,2026-07-19,2026-09-17,60,3093150,0,Vigente,False
FV-97744,OC-97744,Carulla,Retail,Colombia,2026-07-21,2026-09-19,60,4797672,0,Vigente,False
FV-97745,OC-97745,Carulla,Retail,Colombia,2026-07-21,2026-09-19,60,4669186,0,Vigente,False
FV-97746,OC-97746,Rappi,Marketplace,Colombia,2026-07-22,2026-08-21,30,2466307,0,Pagada,True
FV-97747,OC-97747,Rappi,Marketplace,Colombia,2026-07-21,2026-08-20,30,2441804,11,Vencida 1-30,False
FV-97748,OC-97748,Fithub,Especializado,Colombia,2026-07-20,2026-09-03,45,2490985,0,Vigente,False
FV-97749,OC-97749,Fithub,Especializado,Colombia,2026-07-19,2026-09-02,45,2468235,0,Vigente,False
FV-97750,OC-97750,Tiendas naturistas,Especializado,Colombia,2026-07-23,2026-09-06,45,2683512,0,Vigente,False
FV-97751,OC-97751,Tiendas naturistas,Especializado,Colombia,2026-07-21,2026-09-04,45,2663424,0,Vigente,False
FV-97752,OC-97752,Paranice US,Internacional,Estados Unidos,2026-07-20,2026-08-04,15,4022500,0,Pagada,True
FV-97753,OC-97753,Paranice US,Internacional,Estados Unidos,2026-07-21,2026-08-05,15,4086300,0,Pagada,True
FV-97754,OC-97754,Distribuidor CR,Internacional,Costa Rica,2026-07-19,2026-09-02,45,1153565,0,Vigente,False
FV-97755,OC-97755,Distribuidor CR,Internacional,Costa Rica,2026-07-21,2026-09-04,45,1138830,0,Vigente,False
FV-97756,OC-97756,Distribuidor CR,Internacional,Costa Rica,2026-07-19,2026-09-02,45,1115870,0,Vigente,False
FV-97757,OC-97757,Distribuidor CR,Internacional,Costa Rica,2026-07-19,2026-09-02,45,1141280,0,Vigente,False
FV-97758,OC-97758,Éxito,Retail,Colombia,2026-07-22,2026-09-20,60,16193996,0,Vigente,False
FV-97759,OC-97759,Carulla,Retail,Colombia,2026-07-20,2026-09-18,60,6268070,0,Pagada,True
FV-97760,OC-97760,Carulla,Retail,Colombia,2026-07-20,2026-09-18,60,6353818,0,Vigente,False
FV-97761,OC-97761,Rappi,Marketplace,Colombia,2026-07-20,2026-08-19,30,1360225,0,Pagada,True
FV-97762,OC-97762,Rappi,Marketplace,Colombia,2026-07-24,2026-08-23,30,1408767,0,Pagada,True
FV-97763,OC-97763,Rappi,Marketplace,Colombia,2026-07-22,2026-08-21,30,1505253,0,Pagada,True
FV-97764,OC-97764,Rappi,Marketplace,Colombia,2026-07-21,2026-08-20,30,1471457,0,Pagada,True
FV-97765,OC-97765,Fithub,Especializado,Colombia,2026-07-20,2026-09-03,45,1779540,0,Pagada,True
FV-97766,OC-97766,Fithub,Especializado,Colombia,2026-07-23,2026-09-06,45,1832565,0,Vigente,False
FV-97767,OC-97767,Fithub,Especializado,Colombia,2026-07-24,2026-09-07,45,1770125,0,Vigente,False
FV-97768,OC-97768,Tiendas naturistas,Especializado,Colombia,2026-07-20,2026-09-03,45,6198732,0,Vigente,False
FV-97769,OC-97769,Paranice US,Internacional,Estados Unidos,2026-07-21,2026-08-05,15,4189450,0,Pagada,True
FV-97770,OC-97770,Paranice US,Internacional,Estados Unidos,2026-07-20,2026-08-04,15,4117200,0,Pagada,True
FV-97771,OC-97771,Distribuidor CR,Internacional,Costa Rica,2026-07-20,2026-09-03,45,749945,0,Vigente,False
FV-97772,OC-97772,Distribuidor CR,Internacional,Costa Rica,2026-07-20,2026-09-03,45,873390,0,Vigente,False
FV-97773,OC-97773,Distribuidor CR,Internacional,Costa Rica,2026-07-24,2026-09-07,45,933765,0,Vigente,False
FV-97774,OC-97774,Distribuidor CR,Internacional,Costa Rica,2026-07-20,2026-09-03,45,797860,0,Vigente,False
FV-97775,OC-97775,Distribuidor CR,Internacional,Costa Rica,2026-07-23,2026-09-06,45,919555,0,Vigente,False
FV-97776,OC-97776,Éxito,Retail,Colombia,2026-07-24,2026-09-22,60,5786324,0,Vigente,False
FV-97777,OC-97777,Éxito,Retail,Colombia,2026-07-21,2026-09-19,60,5830830,0,Vigente,False
FV-97778,OC-97778,Éxito,Retail,Colombia,2026-07-24,2026-09-22,60,5783672,0,Vigente,False
FV-97779,OC-97779,Carulla,Retail,Colombia,2026-07-24,2026-09-22,60,5012892,0,Vigente,False
FV-97780,OC-97780,Carulla,Retail,Colombia,2026-07-23,2026-09-21,60,5044104,0,Vigente,False
FV-97781,OC-97781,Rappi,Marketplace,Colombia,2026-07-24,2026-08-23,30,5361354,8,Vencida 1-30,False
FV-97782,OC-97782,Fithub,Especializado,Colombia,2026-07-22,2026-09-05,45,4906580,0,Vigente,False
FV-97783,OC-97783,Tiendas naturistas,Especializado,Colombia,2026-07-21,2026-09-04,45,2956356,0,Vigente,False
FV-97784,OC-97784,Tiendas naturistas,Especializado,Colombia,2026-07-22,2026-09-05,45,2829384,0,Vigente,False
FV-97785,OC-97785,Paranice US,Internacional,Estados Unidos,2026-07-21,2026-08-05,15,2241700,0,Pagada,True
FV-97786,OC-97786,Paranice US,Internacional,Estados Unidos,2026-07-22,2026-08-06,15,2294100,0,Pagada,True
FV-97787,OC-97787,Paranice US,Internacional,Estados Unidos,2026-07-21,2026-08-05,15,2177400,0,Pagada,True
FV-97788,OC-97788,Distribuidor CR,Internacional,Costa Rica,2026-07-24,2026-09-07,45,706825,0,Pagada,True
FV-97789,OC-97789,Distribuidor CR,Internacional,Costa Rica,2026-07-25,2026-09-08,45,615755,0,Vigente,False
FV-97790,OC-97790,Distribuidor CR,Internacional,Costa Rica,2026-07-21,2026-09-04,45,690830,0,Vigente,False
FV-97791,OC-97791,Distribuidor CR,Internacional,Costa Rica,2026-07-21,2026-09-04,45,628005,0,Vigente,False
FV-97792,OC-97792,Distribuidor CR,Internacional,Costa Rica,2026-07-22,2026-09-05,45,712880,0,Pagada,True
FV-97793,OC-97793,Distribuidor CR,Internacional,Costa Rica,2026-07-23,2026-09-06,45,673260,0,Vigente,False
FV-97794,OC-97794,Éxito,Retail,Colombia,2026-07-26,2026-09-24,60,4494970,0,Vigente,False
FV-97795,OC-97795,Éxito,Retail,Colombia,2026-07-24,2026-09-22,60,4546990,0,Vigente,False
FV-97796,OC-97796,Éxito,Retail,Colombia,2026-07-23,2026-09-21,60,4533016,0,Vigente,False
FV-97797,OC-97797,Carulla,Retail,Colombia,2026-07-24,2026-09-22,60,10394276,0,Vigente,False
FV-97798,OC-97798,Rappi,Marketplace,Colombia,2026-07-25,2026-08-24,30,1622154,7,Vencida 1-30,False
FV-97799,OC-97799,Rappi,Marketplace,Colombia,2026-07-22,2026-08-21,30,1601850,0,Pagada,True
FV-97800,OC-97800,Rappi,Marketplace,Colombia,2026-07-23,2026-08-22,30,1688108,0,Pagada,True
FV-97801,OC-97801,Fithub,Especializado,Colombia,2026-07-22,2026-09-05,45,2805390,0,Vigente,False
FV-97802,OC-97802,Fithub,Especializado,Colombia,2026-07-25,2026-09-08,45,2788450,0,Vigente,False
FV-97803,OC-97803,Tiendas naturistas,Especializado,Colombia,2026-07-24,2026-09-07,45,4332852,0,Vigente,False
FV-97804,OC-97804,Paranice US,Internacional,Estados Unidos,2026-07-22,2026-08-06,15,7309000,0,Pagada,True
FV-97805,OC-97805,Distribuidor CR,Internacional,Costa Rica,2026-07-24,2026-09-07,45,761250,0,Vigente,False
FV-97806,OC-97806,Distribuidor CR,Internacional,Costa Rica,2026-07-23,2026-09-06,45,761600,0,Vigente,False
FV-97807,OC-97807,Distribuidor CR,Internacional,Costa Rica,2026-07-25,2026-09-08,45,708750,0,Pagada,True
FV-97808,OC-97808,Distribuidor CR,Internacional,Costa Rica,2026-07-25,2026-09-08,45,765135,0,Vigente,False
FV-97809,OC-97809,Distribuidor CR,Internacional,Costa Rica,2026-07-25,2026-09-08,45,745955,0,Vigente,False
FV-97810,OC-97810,Distribuidor CR,Internacional,Costa Rica,2026-07-26,2026-09-09,45,783300,0,Vigente,False
FV-97811,OC-97811,Éxito,Retail,Colombia,2026-07-24,2026-09-22,60,8337650,0,Vigente,False
FV-97812,OC-97812,Éxito,Retail,Colombia,2026-07-25,2026-09-23,60,8415782,0,Pagada,True
FV-97813,OC-97813,Carulla,Retail,Colombia,2026-07-26,2026-09-24,60,8760644,0,Vigente,False
FV-97814,OC-97814,Rappi,Marketplace,Colombia,2026-07-27,2026-08-26,30,1428218,5,Vencida 1-30,False
FV-97815,OC-97815,Rappi,Marketplace,Colombia,2026-07-26,2026-08-25,30,1331247,0,Pagada,True
FV-97816,OC-97816,Rappi,Marketplace,Colombia,2026-07-23,2026-08-22,30,1457364,0,Pagada,True
FV-97817,OC-97817,Rappi,Marketplace,Colombia,2026-07-25,2026-08-24,30,1467420,0,Pagada,True
FV-97818,OC-97818,Fithub,Especializado,Colombia,2026-07-23,2026-09-06,45,840665,0,Vigente,False
FV-97819,OC-97819,Fithub,Especializado,Colombia,2026-07-26,2026-09-09,45,733845,0,Vigente,False
FV-97820,OC-97820,Fithub,Especializado,Colombia,2026-07-25,2026-09-08,45,807485,0,Pagada,True
FV-97821,OC-97821,Fithub,Especializado,Colombia,2026-07-24,2026-09-07,45,754005,0,Pagada,True
FV-97822,OC-97822,Fithub,Especializado,Colombia,2026-07-24,2026-09-07,45,792120,0,Vigente,False
FV-97823,OC-97823,Fithub,Especializado,Colombia,2026-07-23,2026-09-06,45,816200,0,Vigente,False
FV-97824,OC-97824,Fithub,Especializado,Colombia,2026-07-27,2026-09-10,45,881160,0,Vigente,False
FV-97825,OC-97825,Fithub,Especializado,Colombia,2026-07-24,2026-09-07,45,846300,0,Vigente,False
FV-97826,OC-97826,Tiendas naturistas,Especializado,Colombia,2026-07-23,2026-09-06,45,1160856,0,Vigente,False
FV-97827,OC-97827,Tiendas naturistas,Especializado,Colombia,2026-07-25,2026-09-08,45,1191132,0,Vigente,False
FV-97828,OC-97828,Tiendas naturistas,Especializado,Colombia,2026-07-24,2026-09-07,45,1206216,0,Vigente,False
FV-97829,OC-97829,Tiendas naturistas,Especializado,Colombia,2026-07-23,2026-09-06,45,1178856,0,Vigente,False
FV-97830,OC-97830,Tiendas naturistas,Especializado,Colombia,2026-07-27,2026-09-10,45,1139904,0,Vigente,False
FV-97831,OC-97831,Paranice US,Internacional,Estados Unidos,2026-07-24,2026-08-08,15,2198800,0,Pagada,True
FV-97832,OC-97832,Paranice US,Internacional,Estados Unidos,2026-07-23,2026-08-07,15,2146700,0,Pagada,True
FV-97833,OC-97833,Paranice US,Internacional,Estados Unidos,2026-07-27,2026-08-11,15,2314700,0,Pagada,True
FV-97834,OC-97834,Paranice US,Internacional,Estados Unidos,2026-07-26,2026-08-10,15,2247800,0,Pagada,True
FV-97835,OC-97835,Distribuidor CR,Internacional,Costa Rica,2026-07-25,2026-09-08,45,1991010,0,Vigente,False
FV-97836,OC-97836,Distribuidor CR,Internacional,Costa Rica,2026-07-23,2026-09-06,45,1862140,0,Vigente,False
FV-97837,OC-97837,Éxito,Retail,Colombia,2026-07-24,2026-09-22,60,5731924,0,Vigente,False
FV-97838,OC-97838,Éxito,Retail,Colombia,2026-07-25,2026-09-23,60,5783536,0,Vigente,False
FV-97839,OC-97839,Éxito,Retail,Colombia,2026-07-25,2026-09-23,60,5822568,0,Vigente,False
FV-97840,OC-97840,Carulla,Retail,Colombia,2026-07-26,2026-09-24,60,2876434,0,Vigente,False
FV-97841,OC-97841,Carulla,Retail,Colombia,2026-07-28,2026-09-26,60,2949636,0,Vigente,False
FV-97842,OC-97842,Carulla,Retail,Colombia,2026-07-25,2026-09-23,60,2862086,0,Pagada,True
FV-97843,OC-97843,Rappi,Marketplace,Colombia,2026-07-26,2026-08-25,30,5601094,0,Pagada,True
FV-97844,OC-97844,Fithub,Especializado,Colombia,2026-07-27,2026-09-10,45,4990965,0,Vigente,False
FV-97845,OC-97845,Tiendas naturistas,Especializado,Colombia,2026-07-27,2026-09-10,45,4451508,0,Vigente,False
FV-97846,OC-97846,Paranice US,Internacional,Estados Unidos,2026-07-28,2026-08-12,15,1482600,0,Pagada,True
FV-97847,OC-97847,Paranice US,Internacional,Estados Unidos,2026-07-25,2026-08-09,15,1427750,0,Pagada,True
FV-97848,OC-97848,Paranice US,Internacional,Estados Unidos,2026-07-27,2026-08-11,15,1427100,0,Pagada,True
FV-97849,OC-97849,Paranice US,Internacional,Estados Unidos,2026-07-28,2026-08-12,15,1592600,0,Pagada,True
FV-97850,OC-97850,Paranice US,Internacional,Estados Unidos,2026-07-27,2026-08-11,15,1567950,0,Pagada,True
FV-97851,OC-97851,Paranice US,Internacional,Estados Unidos,2026-07-24,2026-08-08,15,1430100,23,Vencida 1-30,False
FV-97852,OC-97852,Distribuidor CR,Internacional,Costa Rica,2026-07-28,2026-09-11,45,1564990,0,Vigente,False
FV-97853,OC-97853,Distribuidor CR,Internacional,Costa Rica,2026-07-25,2026-09-08,45,1603105,0,Vigente,False
FV-97854,OC-97854,Éxito,Retail,Colombia,2026-07-29,2026-09-27,60,9382198,0,Vigente,False
FV-97855,OC-97855,Éxito,Retail,Colombia,2026-07-27,2026-09-25,60,9368564,0,Vigente,False
FV-97856,OC-97856,Carulla,Retail,Colombia,2026-07-26,2026-09-24,60,10471116,0,Vigente,False
FV-97857,OC-97857,Rappi,Marketplace,Colombia,2026-07-25,2026-08-24,30,1829362,7,Vencida 1-30,False
FV-97858,OC-97858,Rappi,Marketplace,Colombia,2026-07-29,2026-08-28,30,1827102,0,Pagada,True
FV-97859,OC-97859,Rappi,Marketplace,Colombia,2026-07-28,2026-08-27,30,1832586,0,Pagada,True
FV-97860,OC-97860,Fithub,Especializado,Colombia,2026-07-27,2026-09-10,45,2038785,0,Pagada,True
FV-97861,OC-97861,Fithub,Especializado,Colombia,2026-07-27,2026-09-10,45,2072595,0,Vigente,False
