lote_id,fecha,mes,sku,producto,categoria,unidades_planeadas,unidades_producidas,merma_pct,cumplimiento_plan_pct,turno,linea,es_sin_gluten,gluten_ppm,estado_calidad,costo_lote_cop,vida_util_dias
L-7447,2025-12-25,2025-12,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,894,839,6.14,93.8,Mañana,Línea 1 · Hornos,True,8.6,Aprobado,10487500,248
L-7448,2025-12-25,2025-12,HAR-AVE,Harina de Avena,Avena & Harinas,1411,1359,3.67,96.3,Tarde,Línea 1 · Hornos,True,7.0,Aprobado,15764400,328
L-7449,2025-12-26,2025-12,ESP-CIN,Golden Cinnamon Roll,Esparcibles,1153,1120,2.85,97.1,Mañana,Línea 1 · Hornos,True,8.2,Aprobado,22064000,195
L-7450,2025-12-26,2025-12,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1833,1775,3.12,96.8,Tarde,Línea 1 · Hornos,True,6.8,Aprobado,22010000,231
L-7451,2025-12-26,2025-12,ESP-BABY,Baby Spreads,Esparcibles,1960,1910,2.52,97.4,Mañana,Línea 3 · Cremas,True,7.3,Aprobado,14516000,240
L-7452,2025-12-29,2025-12,ESP-CIN,Golden Cinnamon Roll,Esparcibles,1657,1624,1.97,98.0,Mañana,Línea 2 · Molienda,True,5.7,Aprobado,31992800,339
L-7453,2025-12-29,2025-12,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,1081,1078,0.2,99.7,Tarde,Línea 3 · Cremas,True,7.3,Aprobado,21452200,283
L-7454,2025-12-30,2025-12,ESP-CIN,Golden Cinnamon Roll,Esparcibles,1659,1557,6.12,93.9,Mañana,Línea 3 · Cremas,True,2.1,Aprobado,30672900,352
L-7455,2025-12-30,2025-12,GRA-VAN,Vanilla Shortbread,GranOLAS,1277,1243,2.66,97.3,Mañana,Línea 1 · Hornos,True,0.7,Aprobado,17526300,359
L-7456,2025-12-30,2025-12,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,1598,1582,0.95,99.0,Tarde,Línea 2 · Molienda,True,1.8,Aprobado,31481800,211
L-7457,2025-12-31,2025-12,GRA-VAN,Vanilla Shortbread,GranOLAS,1627,1614,0.79,99.2,Mañana,Línea 1 · Hornos,True,10.3,Aprobado,22757400,342
L-7458,2025-12-31,2025-12,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,1218,1196,1.77,98.2,Tarde,Línea 1 · Hornos,True,6.2,Aprobado,23800400,242
L-7459,2026-01-01,2026-01,ESP-PB,Peanutty Banana Shake,Esparcibles,1678,1609,4.1,95.9,Tarde,Línea 3 · Cremas,True,8.0,Aprobado,31214600,354
L-7460,2026-01-01,2026-01,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,1933,1874,3.01,96.9,Mañana,Línea 2 · Molienda,True,6.4,Aprobado,30358800,336
L-7461,2026-01-01,2026-01,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,863,836,3.12,96.9,Tarde,Línea 1 · Hornos,True,7.3,Aprobado,13543200,183
L-7462,2026-01-01,2026-01,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1405,1370,2.45,97.5,Mañana,Línea 3 · Cremas,True,3.9,Aprobado,22742000,289
L-7463,2026-01-02,2026-01,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1455,1397,3.95,96.0,Mañana,Línea 2 · Molienda,True,7.0,Aprobado,17322800,364
L-7464,2026-01-02,2026-01,ESP-PB,Peanutty Banana Shake,Esparcibles,879,877,0.2,99.8,Mañana,Línea 3 · Cremas,True,8.6,Aprobado,17013800,198
L-7465,2026-01-02,2026-01,HAR-AVE,Harina de Avena,Avena & Harinas,1324,1256,5.07,94.9,Mañana,Línea 1 · Hornos,True,2.7,Aprobado,14569600,261
L-7466,2026-01-02,2026-01,ESP-BABY,Baby Spreads,Esparcibles,782,749,4.15,95.8,Mañana,Línea 3 · Cremas,True,4.7,Aprobado,5692400,273
L-7467,2026-01-05,2026-01,HAR-AVE,Harina de Avena,Avena & Harinas,1511,1465,3.0,97.0,Mañana,Línea 2 · Molienda,True,1.6,Aprobado,16994000,244
L-7468,2026-01-05,2026-01,GRA-PIS,Pistachio Cookie,GranOLAS,1683,1595,5.21,94.8,Mañana,Línea 1 · Hornos,True,8.8,Aprobado,29667000,220
L-7469,2026-01-05,2026-01,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,2299,2131,7.3,92.7,Tarde,Línea 2 · Molienda,True,7.0,Aprobado,25145800,351
L-7470,2026-01-05,2026-01,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1059,1027,2.95,97.0,Tarde,Línea 3 · Cremas,True,6.2,Aprobado,12734800,238
L-7471,2026-01-06,2026-01,HAR-AVE,Harina de Avena,Avena & Harinas,1808,1778,1.61,98.3,Tarde,Línea 1 · Hornos,True,4.8,Aprobado,20624800,250
L-7472,2026-01-06,2026-01,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,1795,1752,2.34,97.6,Mañana,Línea 1 · Hornos,True,0.9,Aprobado,28382400,306
L-7473,2026-01-07,2026-01,COM-3SPR,Three Pack Spread,Combos,1891,1873,0.9,99.0,Tarde,Línea 2 · Molienda,True,3.8,Aprobado,111443500,192
L-7474,2026-01-07,2026-01,GRA-FUD,Fudge Cake,GranOLAS,449,433,3.49,96.4,Mañana,Línea 3 · Cremas,True,1.6,Aprobado,6278500,340
L-7475,2026-01-07,2026-01,ESP-PB,Peanutty Banana Shake,Esparcibles,2110,2053,2.68,97.3,Mañana,Línea 3 · Cremas,True,4.4,Aprobado,39828200,247
L-7476,2026-01-07,2026-01,HAR-AVE,Harina de Avena,Avena & Harinas,2364,2301,2.65,97.3,Mañana,Línea 2 · Molienda,True,5.8,Aprobado,26691600,321
L-7477,2026-01-08,2026-01,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,462,443,4.01,95.9,Mañana,Línea 3 · Cremas,True,2.9,Aprobado,5537500,262
L-7478,2026-01-08,2026-01,HAR-ALM,Harina de Almendra,Avena & Harinas,1408,1388,1.42,98.6,Tarde,Línea 1 · Hornos,True,2.1,Aprobado,21375200,299
L-7479,2026-01-08,2026-01,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,893,859,3.77,96.2,Tarde,Línea 2 · Molienda,True,2.9,Aprobado,14259400,312
L-7480,2026-01-08,2026-01,COM-WAF,Mini Wafflera,Combos,2495,2349,5.84,94.1,Mañana,Línea 2 · Molienda,False,,Aprobado,136242000,244
L-7481,2026-01-08,2026-01,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,617,597,3.2,96.8,Tarde,Línea 1 · Hornos,True,1.3,Aprobado,9910200,217
L-7482,2026-01-09,2026-01,COM-3SPR,Three Pack Spread,Combos,2314,2276,1.62,98.4,Tarde,Línea 2 · Molienda,True,2.8,Aprobado,135422000,233
L-7483,2026-01-09,2026-01,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,2094,2089,0.2,99.8,Mañana,Línea 3 · Cremas,True,9.3,Aprobado,34677400,222
L-7484,2026-01-12,2026-01,ESP-CIN,Golden Cinnamon Roll,Esparcibles,2215,2192,1.0,99.0,Mañana,Línea 3 · Cremas,True,6.2,Aprobado,43182400,298
L-7485,2026-01-12,2026-01,COM-3GRA,Three Pack GranOLA,Combos,1457,1394,4.31,95.7,Mañana,Línea 2 · Molienda,True,7.6,Aprobado,59942000,295
L-7486,2026-01-12,2026-01,GRA-VAN,Vanilla Shortbread,GranOLAS,2309,2173,5.86,94.1,Mañana,Línea 3 · Cremas,True,4.1,Aprobado,30639300,247
L-7487,2026-01-12,2026-01,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,2483,2390,3.73,96.3,Tarde,Línea 3 · Cremas,True,6.8,Aprobado,47561000,236
L-7488,2026-01-12,2026-01,GRA-FUD,Fudge Cake,GranOLAS,1927,1870,2.93,97.0,Tarde,Línea 1 · Hornos,True,9.6,Aprobado,27115000,245
L-7489,2026-01-13,2026-01,GRA-VAN,Vanilla Shortbread,GranOLAS,833,825,0.89,99.0,Mañana,Línea 1 · Hornos,True,3.9,Aprobado,11632500,199
L-7490,2026-01-13,2026-01,HAR-ALM,Harina de Almendra,Avena & Harinas,1933,1882,2.59,97.4,Mañana,Línea 2 · Molienda,True,9.9,Aprobado,28982800,346
L-7491,2026-01-13,2026-01,HAR-ALM,Harina de Almendra,Avena & Harinas,2507,2444,2.48,97.5,Tarde,Línea 3 · Cremas,True,8.0,Aprobado,37637600,273
L-7492,2026-01-13,2026-01,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,1111,1095,1.42,98.6,Mañana,Línea 3 · Cremas,True,0.6,Aprobado,30003000,240
L-7493,2026-01-14,2026-01,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1825,1748,4.18,95.8,Tarde,Línea 1 · Hornos,True,3.9,Aprobado,29016800,229
L-7494,2026-01-14,2026-01,HAR-ALM,Harina de Almendra,Avena & Harinas,538,523,2.78,97.2,Tarde,Línea 1 · Hornos,True,3.7,Aprobado,8054200,346
L-7495,2026-01-14,2026-01,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,421,420,0.2,99.8,Mañana,Línea 2 · Molienda,True,9.9,Aprobado,6972000,257
L-7496,2026-01-14,2026-01,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1073,1039,3.16,96.8,Tarde,Línea 1 · Hornos,True,6.2,Aprobado,13299200,357
L-7497,2026-01-15,2026-01,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,2266,2229,1.61,98.4,Mañana,Línea 2 · Molienda,True,10.7,Aprobado,27639600,283
L-7498,2026-01-15,2026-01,HAR-AVE,Harina de Avena,Avena & Harinas,1322,1286,2.68,97.3,Tarde,Línea 1 · Hornos,True,0.0,Aprobado,14917600,214
L-7499,2026-01-15,2026-01,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,905,887,1.94,98.0,Mañana,Línea 1 · Hornos,True,10.4,Aprobado,14546800,266
L-7500,2026-01-15,2026-01,ESP-BUT,Golden Butter Cookie,Esparcibles,472,451,4.42,95.6,Mañana,Línea 3 · Cremas,True,7.8,Aprobado,11320100,354
L-7501,2026-01-16,2026-01,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1649,1641,0.47,99.5,Mañana,Línea 2 · Molienda,True,3.2,Aprobado,19363800,205
L-7502,2026-01-16,2026-01,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,865,838,3.08,96.9,Mañana,Línea 1 · Hornos,True,5.6,Aprobado,10475000,249
L-7503,2026-01-16,2026-01,ESP-BABY,Baby Spreads,Esparcibles,2289,2188,4.38,95.6,Tarde,Línea 1 · Hornos,True,5.0,Aprobado,16628800,305
L-7504,2026-01-16,2026-01,GRA-VAN,Vanilla Shortbread,GranOLAS,952,936,1.64,98.3,Tarde,Línea 2 · Molienda,True,5.8,Aprobado,13197600,329
L-7505,2026-01-19,2026-01,GRA-CHI,Chip Cookie,GranOLAS,1141,1138,0.2,99.7,Tarde,Línea 1 · Hornos,True,7.5,Aprobado,16330300,197
L-7506,2026-01-19,2026-01,ESP-BABY,Baby Spreads,Esparcibles,2406,2316,3.72,96.3,Mañana,Línea 3 · Cremas,True,3.6,Aprobado,17601600,256
L-7507,2026-01-20,2026-01,GRA-CHI,Chip Cookie,GranOLAS,1926,1879,2.41,97.6,Tarde,Línea 3 · Cremas,True,0.5,Aprobado,26963650,282
L-7508,2026-01-20,2026-01,ESP-BABY,Baby Spreads,Esparcibles,2128,2051,3.6,96.4,Mañana,Línea 3 · Cremas,True,0.1,Aprobado,15587600,311
L-7509,2026-01-20,2026-01,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,2428,2406,0.88,99.1,Tarde,Línea 3 · Cremas,True,11.4,Aprobado,39939600,322
L-7510,2026-01-20,2026-01,ESP-BUT,Golden Butter Cookie,Esparcibles,550,534,2.78,97.1,Tarde,Línea 2 · Molienda,True,8.4,Aprobado,13403400,280
L-7511,2026-01-21,2026-01,ESP-PB,Peanutty Banana Shake,Esparcibles,634,622,1.75,98.1,Mañana,Línea 2 · Molienda,True,6.8,Aprobado,12066800,209
L-7512,2026-01-21,2026-01,COM-3SPR,Three Pack Spread,Combos,1331,1281,3.71,96.2,Tarde,Línea 1 · Hornos,True,10.9,Aprobado,76219500,195
L-7513,2026-01-22,2026-01,HAR-AVE,Harina de Avena,Avena & Harinas,558,550,1.36,98.6,Mañana,Línea 1 · Hornos,True,3.4,Aprobado,6380000,214
L-7514,2026-01-22,2026-01,GRA-VAN,Vanilla Shortbread,GranOLAS,2201,2138,2.84,97.1,Mañana,Línea 2 · Molienda,True,7.9,Aprobado,30145800,234
L-7515,2026-01-22,2026-01,GRA-FUD,Fudge Cake,GranOLAS,975,953,2.22,97.7,Mañana,Línea 1 · Hornos,True,9.2,Aprobado,13818500,299
L-7516,2026-01-22,2026-01,COM-WAF,Mini Wafflera,Combos,1111,1047,5.68,94.2,Tarde,Línea 1 · Hornos,False,,Aprobado,60726000,329
L-7517,2026-01-22,2026-01,COM-3GRA,Three Pack GranOLA,Combos,2159,2066,4.27,95.7,Mañana,Línea 3 · Cremas,True,31.7,Rechazado,88838000,327
L-7518,2026-01-23,2026-01,COM-3SPR,Three Pack Spread,Combos,1106,1055,4.59,95.4,Tarde,Línea 2 · Molienda,True,10.8,Aprobado,62772500,290
L-7519,2026-01-23,2026-01,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,2409,2314,3.94,96.1,Tarde,Línea 2 · Molienda,True,5.7,Aprobado,63403600,337
L-7520,2026-01-26,2026-01,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,1329,1315,1.0,98.9,Mañana,Línea 3 · Cremas,True,4.8,Aprobado,21303000,333
L-7521,2026-01-26,2026-01,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,1117,1052,5.79,94.2,Tarde,Línea 2 · Molienda,True,0.3,Aprobado,17252800,251
L-7522,2026-01-26,2026-01,ESP-CIN,Golden Cinnamon Roll,Esparcibles,1805,1705,5.49,94.5,Tarde,Línea 2 · Molienda,True,9.6,Aprobado,33588500,360
L-7523,2026-01-27,2026-01,HAR-ALM,Harina de Almendra,Avena & Harinas,1947,1921,1.34,98.7,Mañana,Línea 2 · Molienda,True,6.9,Aprobado,29583400,351
L-7524,2026-01-27,2026-01,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,926,907,1.95,97.9,Mañana,Línea 1 · Hornos,True,3.9,Aprobado,18230700,188
L-7525,2026-01-27,2026-01,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1335,1274,4.5,95.4,Mañana,Línea 1 · Hornos,True,0.4,Aprobado,15797600,243
L-7526,2026-01-28,2026-01,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,772,752,2.5,97.4,Mañana,Línea 2 · Molienda,True,4.0,Aprobado,9625600,279
L-7527,2026-01-28,2026-01,GRA-FUD,Fudge Cake,GranOLAS,2529,2523,0.2,99.8,Tarde,Línea 2 · Molienda,True,11.4,Aprobado,36583500,296
L-7528,2026-01-28,2026-01,ESP-CIN,Golden Cinnamon Roll,Esparcibles,756,726,3.92,96.0,Tarde,Línea 1 · Hornos,True,1.7,Aprobado,14302200,228
L-7529,2026-01-28,2026-01,ESP-BABY,Baby Spreads,Esparcibles,1513,1474,2.52,97.4,Tarde,Línea 3 · Cremas,True,11.1,Aprobado,11202400,250
L-7530,2026-01-29,2026-01,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1067,1022,4.22,95.8,Tarde,Línea 2 · Molienda,True,5.2,Aprobado,12059600,272
L-7531,2026-01-29,2026-01,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,676,636,5.87,94.1,Mañana,Línea 3 · Cremas,True,1.2,Aprobado,8140800,291
L-7532,2026-01-29,2026-01,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,1982,1853,6.48,93.5,Tarde,Línea 2 · Molienda,True,9.1,Aprobado,30389200,191
L-7533,2026-01-29,2026-01,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1183,1180,0.2,99.7,Tarde,Línea 2 · Molienda,True,0.9,Aprobado,14632000,322
L-7534,2026-01-29,2026-01,ESP-BABY,Baby Spreads,Esparcibles,898,892,0.62,99.3,Tarde,Línea 1 · Hornos,True,6.3,Aprobado,6779200,240
L-7535,2026-01-30,2026-01,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,406,405,0.2,99.8,Mañana,Línea 2 · Molienda,True,7.5,Aprobado,8140500,314
L-7536,2026-01-30,2026-01,HAR-AVE,Harina de Avena,Avena & Harinas,414,406,1.89,98.1,Tarde,Línea 1 · Hornos,True,10.6,Aprobado,4709600,242
L-7537,2026-02-02,2026-02,COM-3GRA,Three Pack GranOLA,Combos,2140,2119,0.96,99.0,Tarde,Línea 1 · Hornos,True,4.8,Aprobado,91117000,227
L-7538,2026-02-02,2026-02,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,1238,1203,2.82,97.2,Mañana,Línea 2 · Molienda,True,4.5,Aprobado,23939700,267
L-7539,2026-02-03,2026-02,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,2472,2406,2.65,97.3,Tarde,Línea 1 · Hornos,True,5.1,Aprobado,47879400,337
L-7540,2026-02-03,2026-02,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1454,1359,6.49,93.5,Mañana,Línea 2 · Molienda,True,2.6,Aprobado,17395200,203
L-7541,2026-02-03,2026-02,HAR-ALM,Harina de Almendra,Avena & Harinas,2199,2164,1.56,98.4,Tarde,Línea 3 · Cremas,True,8.8,Aprobado,33325600,271
L-7542,2026-02-03,2026-02,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1341,1272,5.13,94.9,Tarde,Línea 1 · Hornos,True,10.0,Aprobado,16281600,254
L-7543,2026-02-03,2026-02,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,1445,1378,4.61,95.4,Mañana,Línea 3 · Cremas,True,4.5,Aprobado,27697800,296
L-7544,2026-02-04,2026-02,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1622,1574,2.9,97.0,Tarde,Línea 3 · Cremas,True,9.8,Aprobado,18573200,339
L-7545,2026-02-04,2026-02,ESP-BABY,Baby Spreads,Esparcibles,2486,2402,3.37,96.6,Tarde,Línea 3 · Cremas,True,7.8,Aprobado,18255200,341
L-7546,2026-02-04,2026-02,GRA-VAN,Vanilla Shortbread,GranOLAS,648,614,5.13,94.8,Mañana,Línea 1 · Hornos,True,0.7,Aprobado,8657400,228
L-7547,2026-02-04,2026-02,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,1189,1180,0.73,99.2,Tarde,Línea 1 · Hornos,True,7.5,Aprobado,23482000,339
L-7548,2026-02-04,2026-02,ESP-BABY,Baby Spreads,Esparcibles,1462,1415,3.2,96.8,Tarde,Línea 1 · Hornos,True,2.9,Aprobado,10754000,229
L-7549,2026-02-05,2026-02,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,889,851,4.19,95.7,Tarde,Línea 2 · Molienda,True,4.3,Aprobado,14126600,315
L-7550,2026-02-05,2026-02,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1969,1919,2.54,97.5,Tarde,Línea 1 · Hornos,True,9.8,Aprobado,23987500,347
L-7551,2026-02-06,2026-02,HAR-ALM,Harina de Almendra,Avena & Harinas,2266,2218,2.11,97.9,Mañana,Línea 2 · Molienda,True,9.8,Aprobado,34157200,300
L-7552,2026-02-06,2026-02,GRA-FUD,Fudge Cake,GranOLAS,2497,2434,2.52,97.5,Mañana,Línea 1 · Hornos,True,7.7,Aprobado,35293000,322
L-7553,2026-02-06,2026-02,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1987,1907,3.98,96.0,Mañana,Línea 3 · Cremas,True,5.6,Aprobado,22502600,362
L-7554,2026-02-09,2026-02,GRA-CHI,Chip Cookie,GranOLAS,974,941,3.39,96.6,Mañana,Línea 1 · Hornos,True,3.9,Aprobado,13503350,329
L-7555,2026-02-09,2026-02,COM-3MEZ,Three Pack Mezclas,Combos,454,448,1.15,98.7,Tarde,Línea 3 · Cremas,True,10.9,Aprobado,18009600,343
L-7556,2026-02-10,2026-02,GRA-CHI,Chip Cookie,GranOLAS,1814,1810,0.2,99.8,Mañana,Línea 3 · Cremas,True,4.2,Aprobado,25973500,216
L-7557,2026-02-10,2026-02,GRA-VAN,Vanilla Shortbread,GranOLAS,1315,1271,3.28,96.7,Tarde,Línea 1 · Hornos,True,3.6,Aprobado,17921100,360
L-7558,2026-02-10,2026-02,ESP-BABY,Baby Spreads,Esparcibles,1718,1615,5.95,94.0,Mañana,Línea 3 · Cremas,True,1.6,Aprobado,12274000,311
L-7559,2026-02-10,2026-02,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1714,1684,1.72,98.2,Mañana,Línea 1 · Hornos,True,2.4,Aprobado,20881600,193
L-7560,2026-02-10,2026-02,COM-WAF,Mini Wafflera,Combos,1989,1920,3.43,96.5,Tarde,Línea 1 · Hornos,False,,Aprobado,111360000,360
L-7561,2026-02-11,2026-02,COM-MIX,Perfect Mix & Match,Combos,960,938,2.25,97.7,Mañana,Línea 1 · Hornos,True,2.7,Aprobado,28233800,355
L-7562,2026-02-11,2026-02,ESP-BABY,Baby Spreads,Esparcibles,903,858,4.96,95.0,Tarde,Línea 2 · Molienda,True,3.7,Aprobado,6520800,315
L-7563,2026-02-11,2026-02,ESP-BABY,Baby Spreads,Esparcibles,2288,2187,4.38,95.6,Tarde,Línea 2 · Molienda,True,1.8,Aprobado,16621200,287
L-7564,2026-02-11,2026-02,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1634,1575,3.61,96.4,Tarde,Línea 2 · Molienda,True,11.5,Aprobado,18585000,312
L-7565,2026-02-12,2026-02,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,2008,1934,3.66,96.3,Mañana,Línea 3 · Cremas,True,11.1,Aprobado,31717600,318
L-7566,2026-02-12,2026-02,COM-MIX,Perfect Mix & Match,Combos,1426,1381,3.14,96.8,Mañana,Línea 1 · Hornos,True,8.8,Aprobado,41568100,235
L-7567,2026-02-12,2026-02,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1510,1499,0.67,99.3,Mañana,Línea 3 · Cremas,True,11.7,Aprobado,19187200,336
L-7568,2026-02-12,2026-02,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,508,483,4.77,95.1,Tarde,Línea 2 · Molienda,True,2.8,Aprobado,8017800,232
L-7569,2026-02-12,2026-02,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,2360,2295,2.75,97.2,Mañana,Línea 3 · Cremas,True,2.4,Aprobado,27081000,334
L-7570,2026-02-13,2026-02,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1856,1840,0.82,99.1,Mañana,Línea 1 · Hornos,True,0.6,Aprobado,23000000,300
L-7571,2026-02-13,2026-02,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,1903,1898,0.26,99.7,Tarde,Línea 3 · Cremas,True,10.6,Aprobado,38149800,341
L-7572,2026-02-13,2026-02,COM-3GRA,Three Pack GranOLA,Combos,1333,1237,7.17,92.8,Tarde,Línea 3 · Cremas,True,4.5,Aprobado,53191000,331
L-7573,2026-02-16,2026-02,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,1540,1478,4.0,96.0,Tarde,Línea 3 · Cremas,True,8.6,Aprobado,40497200,202
L-7574,2026-02-16,2026-02,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,2431,2426,0.2,99.8,Mañana,Línea 1 · Hornos,True,11.9,Aprobado,48762600,242
L-7575,2026-02-16,2026-02,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1449,1405,3.0,97.0,Tarde,Línea 3 · Cremas,True,0.3,Aprobado,17984000,222
L-7576,2026-02-16,2026-02,ESP-BABY,Baby Spreads,Esparcibles,1866,1783,4.44,95.6,Tarde,Línea 2 · Molienda,True,4.7,Aprobado,13550800,216
L-7577,2026-02-16,2026-02,GRA-PIS,Pistachio Cookie,GranOLAS,720,697,3.19,96.8,Tarde,Línea 1 · Hornos,True,0.5,Aprobado,12964200,254
L-7578,2026-02-17,2026-02,GRA-CHI,Chip Cookie,GranOLAS,2324,2273,2.17,97.8,Tarde,Línea 3 · Cremas,True,5.9,Aprobado,32617550,333
L-7579,2026-02-17,2026-02,HAR-ALM,Harina de Almendra,Avena & Harinas,1583,1542,2.59,97.4,Tarde,Línea 2 · Molienda,True,8.7,Aprobado,23746800,245
L-7580,2026-02-17,2026-02,HAR-AVE,Harina de Avena,Avena & Harinas,1861,1838,1.18,98.8,Tarde,Línea 1 · Hornos,True,8.6,Aprobado,21320800,318
L-7581,2026-02-17,2026-02,ESP-BABY,Baby Spreads,Esparcibles,1538,1480,3.75,96.2,Tarde,Línea 3 · Cremas,True,0.6,Aprobado,11248000,329
L-7582,2026-02-17,2026-02,GRA-CHI,Chip Cookie,GranOLAS,401,393,1.85,98.0,Mañana,Línea 1 · Hornos,True,8.4,Aprobado,5639550,325
L-7583,2026-02-18,2026-02,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,2140,2077,2.9,97.1,Mañana,Línea 1 · Hornos,True,9.3,Aprobado,56909800,238
L-7584,2026-02-18,2026-02,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1128,1075,4.62,95.3,Mañana,Línea 2 · Molienda,True,10.7,Aprobado,13330000,269
L-7585,2026-02-18,2026-02,ESP-BABY,Baby Spreads,Esparcibles,1804,1711,5.14,94.8,Tarde,Línea 1 · Hornos,True,8.2,Aprobado,13003600,341
L-7586,2026-02-18,2026-02,ESP-BABY,Baby Spreads,Esparcibles,697,679,2.46,97.4,Tarde,Línea 1 · Hornos,True,9.4,Aprobado,5160400,223
L-7587,2026-02-18,2026-02,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1900,1828,3.74,96.2,Tarde,Línea 2 · Molienda,True,4.4,Aprobado,21570400,286
L-7588,2026-02-19,2026-02,ESP-PB,Peanutty Banana Shake,Esparcibles,1702,1698,0.2,99.8,Tarde,Línea 2 · Molienda,True,4.4,Aprobado,32941200,301
L-7589,2026-02-19,2026-02,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,686,671,2.07,97.8,Mañana,Línea 3 · Cremas,True,7.4,Aprobado,8320400,317
L-7590,2026-02-19,2026-02,ESP-PB,Peanutty Banana Shake,Esparcibles,1394,1391,0.2,99.8,Tarde,Línea 1 · Hornos,True,7.1,Aprobado,26985400,284
L-7591,2026-02-20,2026-02,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,565,563,0.33,99.6,Mañana,Línea 2 · Molienda,True,2.5,Aprobado,11203700,284
L-7592,2026-02-20,2026-02,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,875,866,0.93,99.0,Mañana,Línea 2 · Molienda,True,9.1,Aprobado,14029200,293
L-7593,2026-02-20,2026-02,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,1125,1117,0.66,99.3,Tarde,Línea 2 · Molienda,True,10.8,Aprobado,22228300,308
L-7594,2026-02-20,2026-02,ESP-PB,Peanutty Banana Shake,Esparcibles,2378,2373,0.2,99.8,Tarde,Línea 2 · Molienda,True,11.5,Aprobado,46036200,356
L-7595,2026-02-20,2026-02,COM-3SPR,Three Pack Spread,Combos,1296,1283,0.94,99.0,Tarde,Línea 2 · Molienda,True,11.0,Aprobado,76338500,313
