envio_id,pedido_id,fecha_pedido,fecha_entrega_prometida,fecha_entrega_real,dias_transito,pais_destino,ciudad_destino,transportadora,estado,entregado_a_tiempo,costo_envio_cop,valor_pedido_cop
ENV-113407,PED-113407,2026-07-17,2026-07-21,2026-07-21,4,Colombia,Bogotá,TCC,Entregado,True,10857,112563
ENV-113408,PED-113408,2026-07-17,2026-07-19,2026-07-19,2,Colombia,Cali,Coordinadora,Entregado,True,10008,119900
ENV-113409,PED-113409,2026-07-17,2026-07-22,2026-07-23,6,Costa Rica,Heredia,EPS Cargo,Entregado,False,21273,119900
ENV-113410,PED-113410,2026-07-18,2026-07-24,2026-07-24,6,Costa Rica,Alajuela,EPS Cargo,Entregado,True,31914,44950
ENV-113411,PED-113411,2026-07-18,2026-07-23,2026-07-23,5,Costa Rica,Cartago,Correos de Costa Rica,Entregado,True,18305,27956
ENV-113412,PED-113412,2026-07-18,2026-07-21,2026-07-21,3,Colombia,Medellín,Servientrega,Entregado,True,12063,135000
ENV-113413,PED-113413,2026-07-18,2026-07-22,2026-07-22,4,Colombia,Pereira,Servientrega,Entregado,True,12102,98670
ENV-113414,PED-113414,2026-07-18,2026-07-24,2026-07-24,6,Estados Unidos,Houston,USPS,Entregado,True,39771,56000
ENV-113415,PED-113415,2026-07-18,2026-07-20,2026-07-20,2,Colombia,Pereira,Servientrega,Entregado,True,13586,125070
ENV-113416,PED-113416,2026-07-18,2026-07-22,2026-07-22,4,Costa Rica,Alajuela,EPS Cargo,Entregado,True,28975,103950
ENV-113417,PED-113417,2026-07-18,2026-07-21,2026-07-21,3,Colombia,Bucaramanga,Servientrega,Entregado,True,13898,83380
ENV-113418,PED-113418,2026-07-18,2026-07-22,2026-07-22,4,Costa Rica,San José,EPS Cargo,Entregado,True,28379,170715
ENV-113419,PED-113419,2026-07-18,2026-07-21,2026-07-21,3,Colombia,Bucaramanga,Coordinadora,Entregado,True,11443,65780
ENV-113420,PED-113420,2026-07-18,2026-07-21,2026-07-21,3,Colombia,Bogotá,Coordinadora,Entregado,True,14298,134850
ENV-113421,PED-113421,2026-07-18,2026-07-23,2026-07-25,7,Costa Rica,Heredia,EPS Cargo,Entregado,False,26632,37950
ENV-113422,PED-113422,2026-07-18,2026-07-22,2026-07-22,4,Colombia,Bucaramanga,TCC,Entregado,True,13663,145770
ENV-113423,PED-113423,2026-07-18,2026-07-24,2026-07-24,6,Estados Unidos,Doral,USPS,Entregado,True,46687,36052
ENV-113424,PED-113424,2026-07-18,2026-07-20,2026-07-20,2,Colombia,Pereira,TCC,Entregado,True,11618,46160
ENV-113425,PED-113425,2026-07-18,2026-07-22,2026-07-22,4,Colombia,Barranquilla,Servientrega,Entregado,True,11199,113850
ENV-113426,PED-113426,2026-07-18,2026-07-22,2026-07-22,4,Colombia,Cali,Coordinadora,Entregado,True,14982,65780
ENV-113427,PED-113427,2026-07-18,2026-07-21,2026-07-21,3,Colombia,Pereira,Coordinadora,Entregado,True,12161,56000
ENV-113428,PED-113428,2026-07-18,2026-07-20,2026-07-20,2,Colombia,Medellín,Servientrega,Entregado,True,14858,419700
ENV-113429,PED-113429,2026-07-18,2026-07-20,2026-07-20,2,Colombia,Bogotá,Servientrega,Entregado,True,10329,145770
ENV-113430,PED-113430,2026-07-18,2026-07-24,2026-07-24,6,Costa Rica,San José,Correos de Costa Rica,Entregado,True,18664,83870
ENV-113431,PED-113431,2026-07-18,2026-07-24,2026-07-24,6,Costa Rica,Alajuela,EPS Cargo,Entregado,True,30179,179700
ENV-113432,PED-113432,2026-07-19,2026-07-23,2026-07-23,4,Costa Rica,Cartago,Correos de Costa Rica,Entregado,True,27100,60325
ENV-113433,PED-113433,2026-07-19,2026-07-26,2026-07-26,7,Estados Unidos,Orlando,FedEx,Entregado,True,38584,134850
ENV-113434,PED-113434,2026-07-19,2026-07-23,2026-07-23,4,Colombia,Bucaramanga,Coordinadora,Entregado,True,14013,239800
ENV-113435,PED-113435,2026-07-19,2026-07-22,2026-07-22,3,Colombia,Barranquilla,Servientrega,Entregado,True,15761,41690
ENV-113436,PED-113436,2026-07-19,2026-07-23,2026-07-23,4,Colombia,Bogotá,Coordinadora,Entregado,True,14142,145770
ENV-113437,PED-113437,2026-07-19,2026-07-22,2026-07-22,3,Colombia,Cali,Servientrega,Entregado,True,12214,76500
ENV-113438,PED-113438,2026-07-19,2026-07-25,2026-07-25,6,Costa Rica,Alajuela,EPS Cargo,Entregado,True,25376,145770
ENV-113439,PED-113439,2026-07-19,2026-07-21,2026-07-21,2,Colombia,Cali,Coordinadora,Entregado,True,15056,65780
ENV-113440,PED-113440,2026-07-19,2026-07-25,2026-07-25,6,Estados Unidos,Houston,USPS,Entregado,True,47443,32890
ENV-113441,PED-113441,2026-07-19,2026-07-22,2026-07-22,3,Colombia,Pereira,Servientrega,Entregado,True,13302,64515
ENV-113442,PED-113442,2026-07-19,2026-07-22,2026-07-22,3,Colombia,Bucaramanga,Coordinadora,Entregado,True,15950,134850
ENV-113443,PED-113443,2026-07-19,2026-07-23,2026-07-23,4,Colombia,Medellín,Coordinadora,Entregado,True,12019,125070
ENV-113444,PED-113444,2026-07-19,2026-07-26,2026-07-26,7,Estados Unidos,Houston,USPS,Entregado,True,29431,80910
ENV-113445,PED-113445,2026-07-19,2026-07-22,2026-07-22,3,Colombia,Medellín,Servientrega,Entregado,True,9142,119800
ENV-113446,PED-113446,2026-07-19,2026-07-23,2026-07-23,4,Colombia,Medellín,Servientrega,Entregado,True,10480,92321
ENV-113447,PED-113447,2026-07-19,2026-07-21,2026-07-21,2,Colombia,Cali,TCC,Entregado,True,12136,83380
ENV-113448,PED-113448,2026-07-19,2026-07-22,2026-07-22,3,Colombia,Bogotá,Servientrega,Entregado,True,15066,37950
ENV-113449,PED-113449,2026-07-19,2026-07-22,2026-07-23,4,Colombia,Bucaramanga,Coordinadora,Entregado,False,13609,103950
ENV-113450,PED-113450,2026-07-19,2026-07-21,2026-07-21,2,Colombia,Barranquilla,Coordinadora,Entregado,True,9649,239800
ENV-113451,PED-113451,2026-07-19,2026-07-21,2026-07-21,2,Colombia,Pereira,Servientrega,Entregado,True,15256,41690
ENV-113452,PED-113452,2026-07-19,2026-07-22,2026-07-22,3,Colombia,Cali,Coordinadora,Entregado,True,15408,359700
ENV-113453,PED-113453,2026-07-19,2026-07-24,2026-07-24,5,Costa Rica,Cartago,Correos de Costa Rica,Entregado,True,18069,239800
ENV-113454,PED-113454,2026-07-19,2026-07-26,2026-07-27,8,Estados Unidos,Miami,FedEx,Entregado,False,36168,36052
ENV-113455,PED-113455,2026-07-19,2026-07-23,2026-07-23,4,Colombia,Bogotá,Servientrega,Entregado,True,13036,41690
ENV-113456,PED-113456,2026-07-19,2026-07-24,2026-07-24,5,Costa Rica,Cartago,EPS Cargo,Entregado,True,26047,34155
ENV-113457,PED-113457,2026-07-19,2026-07-23,2026-07-23,4,Colombia,Medellín,Coordinadora,Entregado,True,10618,34650
ENV-113458,PED-113458,2026-07-19,2026-07-23,2026-07-23,4,Costa Rica,Heredia,Correos de Costa Rica,Entregado,True,22778,48590
ENV-113459,PED-113459,2026-07-19,2026-07-23,2026-07-23,4,Colombia,Bucaramanga,Coordinadora,Entregado,True,15627,113850
ENV-113460,PED-113460,2026-07-19,2026-07-23,2026-07-23,4,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,21396,118816
ENV-113461,PED-113461,2026-07-19,2026-07-23,2026-07-23,4,Colombia,Pereira,Servientrega,Entregado,True,10293,34155
ENV-113462,PED-113462,2026-07-19,2026-07-23,2026-07-23,4,Colombia,Cali,Servientrega,Entregado,True,10668,63500
ENV-113463,PED-113463,2026-07-19,2026-07-21,2026-07-21,2,Colombia,Bucaramanga,Servientrega,Entregado,True,10840,113850
ENV-113464,PED-113464,2026-07-19,2026-07-23,2026-07-23,4,Colombia,Bogotá,Servientrega,Entregado,True,11228,112563
ENV-113465,PED-113465,2026-07-19,2026-07-21,2026-07-21,2,Colombia,Medellín,Coordinadora,Entregado,True,10146,62700
ENV-113466,PED-113466,2026-07-20,2026-07-25,2026-07-25,5,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,19689,75900
ENV-113467,PED-113467,2026-07-20,2026-07-24,2026-07-24,4,Costa Rica,Alajuela,EPS Cargo,Entregado,True,18413,37521
ENV-113468,PED-113468,2026-07-20,2026-07-22,2026-07-27,7,Colombia,Bucaramanga,TCC,Entregado,False,9774,119900
ENV-113469,PED-113469,2026-07-20,2026-07-24,2026-07-25,5,Colombia,Medellín,Servientrega,Entregado,False,13070,97180
ENV-113470,PED-113470,2026-07-20,2026-07-25,2026-07-25,5,Costa Rica,Cartago,EPS Cargo,Entregado,True,30934,112563
ENV-113471,PED-113471,2026-07-20,2026-07-24,2026-07-24,4,Colombia,Bucaramanga,Coordinadora,Entregado,True,14502,65780
ENV-113472,PED-113472,2026-07-20,2026-07-24,2026-07-24,4,Colombia,Pereira,TCC,Entregado,True,13679,125070
ENV-113473,PED-113473,2026-07-20,2026-07-25,2026-07-26,6,Costa Rica,Alajuela,EPS Cargo,Entregado,False,23345,34650
ENV-113474,PED-113474,2026-07-20,2026-07-25,2026-07-25,5,Costa Rica,Heredia,EPS Cargo,Entregado,True,29506,134850
ENV-113475,PED-113475,2026-07-20,2026-07-22,2026-07-22,2,Colombia,Pereira,TCC,Entregado,True,14434,37950
ENV-113476,PED-113476,2026-07-20,2026-07-26,2026-07-31,11,Costa Rica,Heredia,Correos de Costa Rica,Entregado,False,18992,119800
ENV-113477,PED-113477,2026-07-20,2026-07-23,2026-07-23,3,Colombia,Pereira,Coordinadora,Entregado,True,11110,55913
ENV-113478,PED-113478,2026-07-20,2026-07-26,2026-07-26,6,Costa Rica,Cartago,EPS Cargo,Entregado,True,24461,98670
ENV-113479,PED-113479,2026-07-20,2026-07-23,2026-07-23,3,Colombia,Bogotá,Coordinadora,Entregado,True,9569,62370
ENV-113480,PED-113480,2026-07-20,2026-07-28,2026-07-30,10,Estados Unidos,Houston,FedEx,Entregado,False,30047,269700
ENV-113481,PED-113481,2026-07-20,2026-07-24,2026-07-27,7,Colombia,Medellín,Servientrega,Entregado,False,15627,125070
ENV-113482,PED-113482,2026-07-20,2026-07-26,2026-07-26,6,Estados Unidos,Houston,FedEx,Entregado,True,45692,179700
ENV-113483,PED-113483,2026-07-20,2026-07-25,2026-07-25,5,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,19050,41690
ENV-113484,PED-113484,2026-07-20,2026-07-23,2026-07-23,3,Colombia,Bogotá,Servientrega,Entregado,True,14543,88803
ENV-113485,PED-113485,2026-07-20,2026-07-24,2026-07-24,4,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,23075,31350
ENV-113486,PED-113486,2026-07-20,2026-07-23,2026-07-23,3,Colombia,Bogotá,TCC,Entregado,True,9856,65780
ENV-113487,PED-113487,2026-07-20,2026-07-28,2026-07-28,8,Estados Unidos,Miami,USPS,Entregado,True,35602,28215
ENV-113488,PED-113488,2026-07-20,2026-07-22,2026-07-22,2,Colombia,Bogotá,TCC,Entregado,True,11863,377730
ENV-113489,PED-113489,2026-07-21,2026-07-25,2026-07-25,4,Colombia,Pereira,TCC,Entregado,True,12428,41690
ENV-113490,PED-113490,2026-07-21,2026-07-24,2026-07-24,3,Colombia,Medellín,TCC,Entregado,True,10977,31246
ENV-113491,PED-113491,2026-07-21,2026-07-25,2026-07-25,4,Colombia,Barranquilla,TCC,Entregado,True,11094,48590
ENV-113492,PED-113492,2026-07-21,2026-07-28,2026-07-28,7,Estados Unidos,Orlando,FedEx,Entregado,True,39383,37950
ENV-113493,PED-113493,2026-07-21,2026-07-27,2026-07-27,6,Costa Rica,Cartago,Correos de Costa Rica,Entregado,True,29575,46160
ENV-113494,PED-113494,2026-07-21,2026-07-23,2026-07-23,2,Colombia,Pereira,Servientrega,Entregado,True,15517,98752
ENV-113495,PED-113495,2026-07-21,2026-07-23,2026-07-23,2,Colombia,Bogotá,Coordinadora,Entregado,True,9808,56000
ENV-113496,PED-113496,2026-07-21,2026-07-29,2026-07-29,8,Estados Unidos,Doral,FedEx,Entregado,True,31738,251820
ENV-113497,PED-113497,2026-07-21,2026-07-24,2026-07-24,3,Colombia,Medellín,TCC,Entregado,True,15131,41690
ENV-113498,PED-113498,2026-07-21,2026-07-24,2026-07-24,3,Colombia,Cali,TCC,Entregado,True,10494,103950
ENV-113499,PED-113499,2026-07-21,2026-07-26,2026-07-26,5,Costa Rica,San José,EPS Cargo,Entregado,True,21262,37950
ENV-113500,PED-113500,2026-07-21,2026-07-24,2026-07-24,3,Colombia,Medellín,TCC,Entregado,True,9090,145770
ENV-113501,PED-113501,2026-07-21,2026-07-23,2026-07-23,2,Colombia,Cali,TCC,Entregado,True,14929,125070
ENV-113502,PED-113502,2026-07-21,2026-07-28,2026-07-28,7,Estados Unidos,Orlando,USPS,Entregado,True,46785,63500
ENV-113503,PED-113503,2026-07-21,2026-07-23,2026-07-23,2,Colombia,Cali,Servientrega,Entregado,True,13174,83380
ENV-113504,PED-113504,2026-07-21,2026-07-25,2026-07-25,4,Colombia,Medellín,Servientrega,Entregado,True,15794,60325
ENV-113505,PED-113505,2026-07-21,2026-07-23,2026-07-23,2,Colombia,Bogotá,Coordinadora,Entregado,True,9227,37950
ENV-113506,PED-113506,2026-07-21,2026-07-23,2026-07-23,2,Colombia,Cali,TCC,Entregado,True,15953,88803
ENV-113507,PED-113507,2026-07-21,2026-07-25,2026-07-25,4,Colombia,Bucaramanga,TCC,Entregado,True,12268,97180
ENV-113508,PED-113508,2026-07-21,2026-07-29,2026-07-30,9,Estados Unidos,Miami,FedEx,Entregado,False,32513,279800
ENV-113509,PED-113509,2026-07-21,2026-07-26,2026-07-26,5,Costa Rica,Alajuela,EPS Cargo,Entregado,True,18434,62700
ENV-113510,PED-113510,2026-07-21,2026-07-25,2026-07-25,4,Colombia,Medellín,Servientrega,Entregado,True,9409,62700
ENV-113511,PED-113511,2026-07-21,2026-07-26,2026-07-26,5,Costa Rica,Cartago,EPS Cargo,Entregado,True,19971,118816
ENV-113512,PED-113512,2026-07-21,2026-07-23,2026-07-23,2,Colombia,Barranquilla,TCC,Entregado,True,15981,79211
ENV-113513,PED-113513,2026-07-22,2026-07-28,2026-07-28,6,Costa Rica,San José,EPS Cargo,Entregado,True,23713,48590
ENV-113514,PED-113514,2026-07-22,2026-07-24,2026-07-24,2,Colombia,Bogotá,Coordinadora,Entregado,True,9787,106310
ENV-113515,PED-113515,2026-07-22,2026-07-30,2026-07-30,8,Estados Unidos,Doral,USPS,Entregado,True,41995,65780
ENV-113516,PED-113516,2026-07-22,2026-07-27,2026-07-27,5,Costa Rica,Alajuela,EPS Cargo,Entregado,True,22437,134850
ENV-113517,PED-113517,2026-07-22,2026-07-24,2026-07-24,2,Colombia,Barranquilla,TCC,Entregado,True,11370,119900
ENV-113518,PED-113518,2026-07-22,2026-07-25,2026-07-25,3,Colombia,Medellín,Servientrega,Entregado,True,9452,125070
ENV-113519,PED-113519,2026-07-22,2026-07-26,2026-07-26,4,Colombia,Pereira,Coordinadora,Entregado,True,15279,56000
ENV-113520,PED-113520,2026-07-22,2026-07-29,2026-07-29,7,Estados Unidos,Miami,USPS,Entregado,True,47189,145770
ENV-113521,PED-113521,2026-07-22,2026-07-25,2026-07-25,3,Colombia,Medellín,Coordinadora,Entregado,True,12163,45000
ENV-113522,PED-113522,2026-07-22,2026-07-29,2026-07-29,7,Estados Unidos,Orlando,FedEx,Entregado,True,39950,190500
ENV-113523,PED-113523,2026-07-22,2026-07-25,2026-07-25,3,Colombia,Bogotá,Coordinadora,Entregado,True,10614,97180
ENV-113524,PED-113524,2026-07-22,2026-07-24,2026-07-28,6,Colombia,Bogotá,TCC,Entregado,False,11252,83380
ENV-113525,PED-113525,2026-07-22,2026-07-26,2026-07-26,4,Costa Rica,Heredia,EPS Cargo,Entregado,True,19620,359700
ENV-113526,PED-113526,2026-07-22,2026-07-28,2026-07-31,9,Estados Unidos,Orlando,USPS,Entregado,False,30776,83380
ENV-113527,PED-113527,2026-07-22,2026-07-24,2026-07-24,2,Colombia,Barranquilla,Servientrega,Entregado,True,11925,145770
ENV-113528,PED-113528,2026-07-22,2026-07-24,2026-07-24,2,Colombia,Bucaramanga,Coordinadora,Entregado,True,10591,83380
ENV-113529,PED-113529,2026-07-22,2026-07-25,2026-07-25,3,Colombia,Medellín,TCC,Entregado,True,9371,62700
ENV-113530,PED-113530,2026-07-22,2026-07-25,2026-07-25,3,Colombia,Medellín,Servientrega,Entregado,True,14300,41690
ENV-113531,PED-113531,2026-07-22,2026-07-29,2026-07-29,7,Estados Unidos,Orlando,FedEx,Entregado,True,43633,48590
ENV-113532,PED-113532,2026-07-22,2026-07-26,2026-07-26,4,Costa Rica,Cartago,EPS Cargo,Entregado,True,23105,179700
ENV-113533,PED-113533,2026-07-22,2026-07-26,2026-07-31,9,Colombia,Medellín,Coordinadora,Entregado,False,9154,72105
ENV-113534,PED-113534,2026-07-22,2026-07-26,2026-07-26,4,Costa Rica,Cartago,EPS Cargo,Entregado,True,21804,135000
ENV-113535,PED-113535,2026-07-22,2026-07-26,2026-07-26,4,Costa Rica,Heredia,Correos de Costa Rica,Entregado,True,30964,239800
ENV-113536,PED-113536,2026-07-22,2026-07-27,2026-07-27,5,Costa Rica,San José,Correos de Costa Rica,Entregado,True,30487,108158
ENV-113537,PED-113537,2026-07-22,2026-07-24,2026-07-24,2,Colombia,Medellín,TCC,Entregado,True,14389,69300
ENV-113538,PED-113538,2026-07-22,2026-07-26,2026-07-26,4,Colombia,Medellín,Coordinadora,Entregado,True,14460,56000
ENV-113539,PED-113539,2026-07-22,2026-07-25,2026-07-25,3,Colombia,Pereira,Servientrega,Entregado,True,10521,125070
ENV-113540,PED-113540,2026-07-22,2026-07-28,2026-07-28,6,Costa Rica,San José,EPS Cargo,Entregado,True,27312,113850
ENV-113541,PED-113541,2026-07-22,2026-07-24,2026-07-24,2,Colombia,Pereira,Coordinadora,Entregado,True,14885,161730
ENV-113542,PED-113542,2026-07-22,2026-07-30,2026-07-31,9,Estados Unidos,Orlando,USPS,Entregado,False,47619,83380
ENV-113543,PED-113543,2026-07-22,2026-07-24,2026-07-24,2,Colombia,Barranquilla,Coordinadora,Entregado,True,9657,113850
ENV-113544,PED-113544,2026-07-22,2026-07-25,2026-07-25,3,Colombia,Barranquilla,TCC,Entregado,True,15453,179700
ENV-113545,PED-113545,2026-07-22,2026-07-29,2026-07-29,7,Estados Unidos,Miami,FedEx,Entregado,True,38895,97180
ENV-113546,PED-113546,2026-07-23,2026-07-31,2026-07-31,8,Estados Unidos,Doral,FedEx,Entregado,True,30308,59900
ENV-113547,PED-113547,2026-07-23,2026-07-28,2026-07-28,5,Costa Rica,Cartago,Correos de Costa Rica,Entregado,True,27394,75900
ENV-113548,PED-113548,2026-07-23,2026-07-25,2026-07-25,2,Colombia,Bogotá,Coordinadora,Entregado,True,15277,48590
ENV-113549,PED-113549,2026-07-23,2026-07-27,2026-07-27,4,Colombia,Bogotá,Coordinadora,Entregado,True,9403,37950
ENV-113550,PED-113550,2026-07-23,2026-07-25,2026-07-25,2,Colombia,Pereira,TCC,Entregado,True,11617,145770
ENV-113551,PED-113551,2026-07-23,2026-07-26,2026-07-26,3,Colombia,Medellín,Coordinadora,Entregado,True,11137,75042
ENV-113552,PED-113552,2026-07-23,2026-07-31,2026-07-31,8,Estados Unidos,Miami,FedEx,Entregado,True,38905,59900
ENV-113553,PED-113553,2026-07-23,2026-07-29,2026-08-01,9,Costa Rica,Cartago,Correos de Costa Rica,Entregado,False,24946,279800
ENV-113554,PED-113554,2026-07-23,2026-07-28,2026-07-28,5,Costa Rica,Heredia,EPS Cargo,Entregado,True,23835,97180
ENV-113555,PED-113555,2026-07-23,2026-07-27,2026-07-27,4,Colombia,Bucaramanga,Coordinadora,Entregado,True,14152,125070
ENV-113556,PED-113556,2026-07-23,2026-07-25,2026-07-25,2,Colombia,Medellín,Coordinadora,Entregado,True,15559,28000
ENV-113557,PED-113557,2026-07-23,2026-07-27,2026-07-27,4,Colombia,Bucaramanga,Servientrega,Entregado,True,12261,84000
ENV-113558,PED-113558,2026-07-23,2026-07-31,2026-07-31,8,Estados Unidos,Houston,USPS,Entregado,True,41437,121500
ENV-113559,PED-113559,2026-07-23,2026-07-26,2026-07-26,3,Colombia,Bucaramanga,Servientrega,Entregado,True,13051,34155
ENV-113560,PED-113560,2026-07-23,2026-07-26,2026-07-26,3,Colombia,Barranquilla,Servientrega,Entregado,True,14706,125070
ENV-113561,PED-113561,2026-07-23,2026-07-29,2026-07-29,6,Costa Rica,Heredia,Correos de Costa Rica,Entregado,True,23976,279800
ENV-113562,PED-113562,2026-07-23,2026-07-26,2026-07-26,3,Colombia,Pereira,Coordinadora,Entregado,True,14865,36052
ENV-113563,PED-113563,2026-07-23,2026-07-25,2026-07-29,6,Colombia,Medellín,TCC,Entregado,False,13234,256215
ENV-113564,PED-113564,2026-07-23,2026-07-26,2026-07-26,3,Colombia,Medellín,TCC,Entregado,True,14126,145770
ENV-113565,PED-113565,2026-07-23,2026-07-26,2026-07-26,3,Colombia,Bogotá,TCC,Entregado,True,15728,131193
ENV-113566,PED-113566,2026-07-23,2026-07-27,2026-07-27,4,Colombia,Pereira,TCC,Entregado,True,13728,113850
ENV-113567,PED-113567,2026-07-23,2026-07-25,2026-07-25,2,Colombia,Bogotá,Coordinadora,Entregado,True,14852,31350
ENV-113568,PED-113568,2026-07-23,2026-07-27,2026-07-27,4,Colombia,Bogotá,Coordinadora,Entregado,True,15913,123904
ENV-113569,PED-113569,2026-07-23,2026-07-30,2026-07-30,7,Estados Unidos,Orlando,FedEx,Entregado,True,30287,75042
ENV-113570,PED-113570,2026-07-23,2026-07-27,2026-07-27,4,Colombia,Cali,Coordinadora,Entregado,True,11441,113850
ENV-113571,PED-113571,2026-07-23,2026-07-25,2026-07-25,2,Colombia,Pereira,TCC,Entregado,True,11639,94050
ENV-113572,PED-113572,2026-07-23,2026-07-27,2026-07-27,4,Costa Rica,Cartago,Correos de Costa Rica,Entregado,True,21923,239800
ENV-113573,PED-113573,2026-07-23,2026-07-26,2026-07-26,3,Colombia,Medellín,Servientrega,Entregado,True,10917,419700
ENV-113574,PED-113574,2026-07-23,2026-07-27,2026-07-27,4,Costa Rica,San José,EPS Cargo,Entregado,True,27204,279800
ENV-113575,PED-113575,2026-07-23,2026-07-26,2026-07-29,6,Colombia,Pereira,TCC,Entregado,False,11343,145770
ENV-113576,PED-113576,2026-07-24,2026-07-30,2026-07-31,7,Costa Rica,Alajuela,EPS Cargo,Entregado,False,22101,87462
ENV-113577,PED-113577,2026-07-24,2026-07-27,2026-07-27,3,Colombia,Pereira,TCC,Entregado,True,10657,37950
ENV-113578,PED-113578,2026-07-24,2026-07-31,2026-07-31,7,Estados Unidos,Houston,USPS,Entregado,True,32224,62491
ENV-113579,PED-113579,2026-07-24,2026-07-28,2026-07-28,4,Colombia,Barranquilla,Servientrega,Entregado,True,15435,134850
ENV-113580,PED-113580,2026-07-24,2026-07-27,2026-07-27,3,Colombia,Cali,TCC,Entregado,True,9768,59900
ENV-113581,PED-113581,2026-07-24,2026-07-30,2026-07-30,6,Costa Rica,Alajuela,EPS Cargo,Entregado,True,19559,31350
ENV-113582,PED-113582,2026-07-24,2026-07-28,2026-07-28,4,Costa Rica,Heredia,EPS Cargo,Entregado,True,19356,103950
ENV-113583,PED-113583,2026-07-24,2026-07-28,2026-08-02,9,Costa Rica,San José,Correos de Costa Rica,Entregado,False,19546,98670
ENV-113584,PED-113584,2026-07-24,2026-07-28,2026-07-28,4,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,23295,83380
ENV-113585,PED-113585,2026-07-24,2026-07-26,2026-07-26,2,Colombia,Barranquilla,Coordinadora,Entregado,True,15419,39606
ENV-113586,PED-113586,2026-07-24,2026-07-28,2026-07-28,4,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,23562,139900
ENV-113587,PED-113587,2026-07-24,2026-07-26,2026-07-26,2,Colombia,Pereira,Servientrega,Entregado,True,15028,62491
ENV-113588,PED-113588,2026-07-24,2026-08-01,2026-08-01,8,Estados Unidos,Doral,FedEx,Entregado,True,35159,135000
ENV-113589,PED-113589,2026-07-24,2026-07-29,2026-07-29,5,Costa Rica,San José,Correos de Costa Rica,Entregado,True,25818,97180
ENV-113590,PED-113590,2026-07-24,2026-07-30,2026-07-30,6,Costa Rica,San José,Correos de Costa Rica,Entregado,True,25951,83380
ENV-113591,PED-113591,2026-07-24,2026-07-28,2026-07-28,4,Colombia,Bucaramanga,TCC,Entregado,True,15267,63500
ENV-113592,PED-113592,2026-07-24,2026-07-27,2026-07-27,3,Colombia,Bogotá,TCC,Entregado,True,15419,83380
ENV-113593,PED-113593,2026-07-24,2026-07-28,2026-07-28,4,Colombia,Medellín,Servientrega,Entregado,True,12412,145770
ENV-113594,PED-113594,2026-07-24,2026-07-28,2026-07-28,4,Colombia,Bucaramanga,Servientrega,Entregado,True,15093,94050
ENV-113595,PED-113595,2026-07-24,2026-07-28,2026-07-28,4,Colombia,Medellín,TCC,Entregado,True,11791,145770
ENV-113596,PED-113596,2026-07-24,2026-07-26,2026-07-26,2,Colombia,Medellín,Servientrega,Entregado,True,12820,269700
ENV-113597,PED-113597,2026-07-24,2026-07-29,2026-07-29,5,Costa Rica,San José,EPS Cargo,Entregado,True,21221,139900
ENV-113598,PED-113598,2026-07-24,2026-07-27,2026-07-27,3,Colombia,Bogotá,Coordinadora,Entregado,True,9741,179700
ENV-113599,PED-113599,2026-07-24,2026-07-28,2026-07-28,4,Colombia,Medellín,Servientrega,Entregado,True,12423,269700
ENV-113600,PED-113600,2026-07-24,2026-07-26,2026-07-26,2,Colombia,Medellín,TCC,Entregado,True,11800,94050
ENV-113601,PED-113601,2026-07-24,2026-07-26,2026-07-26,2,Colombia,Bogotá,TCC,Entregado,True,15809,60325
ENV-113602,PED-113602,2026-07-24,2026-07-26,2026-07-26,2,Colombia,Bogotá,Servientrega,Entregado,True,10099,180975
ENV-113603,PED-113603,2026-07-24,2026-07-27,2026-07-27,3,Colombia,Barranquilla,TCC,Entregado,True,9940,239800
ENV-113604,PED-113604,2026-07-24,2026-07-26,2026-07-26,2,Colombia,Barranquilla,Servientrega,Entregado,True,10038,34650
ENV-113605,PED-113605,2026-07-24,2026-08-01,2026-08-01,8,Estados Unidos,Doral,USPS,Entregado,True,38010,113850
ENV-113606,PED-113606,2026-07-24,2026-07-27,2026-07-27,3,Colombia,Pereira,TCC,Entregado,True,14875,145770
ENV-113607,PED-113607,2026-07-25,2026-07-29,2026-07-29,4,Costa Rica,Heredia,EPS Cargo,Entregado,True,24209,113850
ENV-113608,PED-113608,2026-07-25,2026-07-28,2026-07-28,3,Colombia,Bogotá,TCC,Entregado,True,14743,56000
ENV-113609,PED-113609,2026-07-25,2026-07-29,2026-07-29,4,Colombia,Bucaramanga,Servientrega,Entregado,True,14252,84000
ENV-113610,PED-113610,2026-07-25,2026-08-02,2026-08-02,8,Estados Unidos,Houston,USPS,Entregado,True,47570,75900
ENV-113611,PED-113611,2026-07-25,2026-07-29,2026-07-29,4,Colombia,Medellín,Coordinadora,Entregado,True,14053,59900
ENV-113612,PED-113612,2026-07-25,2026-07-30,2026-07-30,5,Costa Rica,Alajuela,EPS Cargo,Entregado,True,18174,28000
ENV-113613,PED-113613,2026-07-25,2026-07-28,2026-07-28,3,Colombia,Cali,TCC,Entregado,True,11842,75900
ENV-113614,PED-113614,2026-07-25,2026-07-28,2026-07-30,5,Colombia,Medellín,Servientrega,Entregado,False,12513,89900
